1,2,1.0469510587843922
1,3,0.7225091415925724
3,4,0.29362168733188926
2,5,0.18734119729060364
2,6,0.4934033960769036
6,7,0.049262720364500336
6,8,0.28795310275048414
6,9,0.2000048114863424
6,10,0.08327537449101578
6,11,0.15352455472022686
6,12,0.5799410290841281
6,13,0.22817127961241424
6,14,0.200172358307472
10,15,0.03889272319276903
10,16,0.10091983005352413
10,17,0.04505515401518293
10,18,0.13425774263201218
10,19,0.2873875722552089
10,20,0.777134006536066
10,21,0.37894494179296084
12,22,0.01932916898224329
12,23,0.30149026442028953
7,24,0.013757381580284446
7,25,0.42079455081439027
7,26,0.22629129593046696
7,27,0.3338699553037247
7,28,0.18597545534615592
7,29,0.4201380044248936
7,30,0.43550960034700636
7,31,0.7506498900707539
7,32,0.4299831421566761
7,33,0.4880988656319176
7,34,0.25695242977021304
7,35,0.22298394961506363
7,36,0.28939930611676046
7,37,0.32508073355783107
7,38,0.5080264641515526
3,39,0.007896191105960668
3,40,0.3684700574431007
3,41,0.296310024435531
3,42,0.44007419743624127
3,43,0.40190651265741684
3,44,0.3471011138737557
3,45,0.1642006323327317
3,46,0.3621229925697532
3,47,0.5262897724866313
33,48,0.006025934656750453
33,49,0.22401245921585558
33,50,0.2130939811644421
33,51,0.3392913634639094
33,52,0.2153837064429194
33,53,0.05969743540518159
33,54,0.36811225013431986
33,55,0.5697021019181073
33,56,0.25590833093677295
33,57,0.14716760089657324
33,58,0.19375025890576475
33,59,0.28765698848000204
33,60,0.7042683697839733
33,61,0.6661662723565662
33,62,0.18009494422843958
33,63,0.30197552275612244
33,64,0.4141129133639364
33,65,0.36084806533755853
33,66,0.45254359408371775
33,67,0.13225668820467715
33,68,0.3087290414212991
33,69,0.17664090167958213
33,70,0.053024331136832234
46,71,0.005682112734948505
46,72,0.4040709325805161
46,73,0.29178181562415045
46,74,0.527638761395486
46,75,0.20981106224764554
46,76,0.38479945725739945
46,77,0.3984510941684881
46,78,0.34670184029260787
46,79,0.19127726357866412
46,80,0.4337518376281014
46,81,0.14304878446825015
46,82,0.19735337452579063
46,83,0.22172584680823257
46,84,0.251731903749424
46,85,0.1817614716935869
46,86,0.18623634962851446
46,87,0.17816272180432555
46,88,0.19960920502007617
46,89,0.29465315526286145
46,90,0.37272474104656944
46,91,0.046928156086709576
46,92,0.08445549387353672
46,93,0.11116274788472594
46,94,0.19653873579292352
46,95,0.4045370125232047
46,96,0.15399087036361656
46,97,0.2270585593943916
46,98,0.37794158916827403
46,99,0.13870840035498994
46,100,0.26430222044965945
35,101,0.002822987980175137
35,102,0.20375219218920157
35,103,0.5108391445124152
35,104,0.4722611028522668
35,105,0.06466675520984916
35,106,0.2776043182363284
35,107,0.38346007768421286
35,108,0.27534533937655575
35,109,0.38201637453864945
35,110,0.3793209534349927
35,111,0.44307679090731195
35,112,0.2863629523066953
35,113,0.3820143566584244
35,114,0.17662802407099995
35,115,0.4736147477196816
35,116,0.12904887312574312
35,117,0.40992612784625343
35,118,0.3028946799417264
35,119,0.29178102402355705
35,120,0.42758999392061425
35,121,0.0878797938280483
35,122,0.37517154297905253
35,123,0.31285501501256485
35,124,0.3413235973732768
35,125,0.6151585418876159
59,126,0.002115753781055586
59,127,0.4387891284833887
59,128,0.3422939923726038
59,129,0.4584559102764606
59,130,0.5212658430051945
59,131,0.575293954498478
59,132,0.367273595149461
59,133,0.20331955542668897
59,134,0.4529645954028386
59,135,0.3703044512837041
59,136,0.04361063151389745
59,137,0.09466890008637166
59,138,0.7098653246008645
59,139,0.10467972574800852
59,140,0.6701224272095957
59,141,0.4019865512134942
59,142,0.49249064003435267
59,143,0.7149486247194736
59,144,0.6724254096752559
59,145,0.13280100175725457
59,146,0.1025284419023151
59,147,0.4938939415207346
59,148,0.44064751307652994
59,149,0.05936417092506855
59,150,0.37408691699473784
59,151,0.23732736241048424
59,152,0.537866523972494
59,153,0.7116953478893036
59,154,0.04237632774078413
59,155,0.4981196209582272
59,156,0.4728130483845086
59,157,0.3794229689576817
59,158,0.14191428348342727
59,159,0.056383233269700565
59,160,0.4890526108023036
59,161,0.0878665432514468
59,162,0.3247218888582799
59,163,0.4345547375811296
59,164,0.4236299617022448
59,165,0.37735685260706786
59,166,0.2147589912745019
59,167,0.4380144831258337
59,168,0.32007188003886317
59,169,0.1351516979584189
59,170,0.4315879917171388
59,171,0.6363894911325378
59,172,0.3724821822050345
59,173,0.22459561025624108
59,174,0.3161316000023318
59,175,0.22385400824195084
59,176,0.13438651609545613
59,177,0.1052123055690665
59,178,0.4493003470810606
59,179,0.5570534802261533
59,180,0.20382477431187565
59,181,0.4113078928633759
59,182,0.5038041355127841
59,183,0.3642104850051546
59,184,0.642985989953061
59,185,0.1447307546939913
59,186,0.3026971267187938
59,187,0.5915811021291666
59,188,0.17649304060982066
59,189,0.28141861174441585
59,190,0.5275931894714558
59,191,0.20830812649749295
59,192,0.6427255584428483
59,193,0.4172630595614391
59,194,0.2985381199268815
59,195,0.4722117738322142
59,196,0.1807376448125063
59,197,0.4060076248317269
59,198,0.13834243993065815
59,199,0.4213122613036525
59,200,0.20055219835678254
59,201,0.2482609648052141
59,202,0.34306193312707534
59,203,0.2624229615088624
59,204,0.5585079020620003
59,205,0.594846176006629
59,206,0.4386126326299181
59,207,0.23534200377931197
59,208,0.6460118589389242
59,209,0.46002731539426683
59,210,0.21950429382536663
59,211,0.30080467752153184
59,212,0.31082622760002904
59,213,0.5331050337294122
59,214,0.25852874634995693
59,215,0.22424520309511764
59,216,0.06145425767705142
59,217,0.2807210256424371
59,218,0.08762384161024046
59,219,0.45222341982259445
59,220,0.20275541650000903
59,221,0.4111412277322646
59,222,0.21772386232737675
59,223,0.19350862473511646
59,224,0.5869880059100803
59,225,0.07338080421065173
59,226,0.3770691980584372
59,227,0.32350154022103417
59,228,0.4973867748568586
59,229,0.2724518272237253
59,230,0.3311966231782781
59,231,0.29026358636114996
59,232,0.3645609300291186
59,233,0.6165174130200581
59,234,0.37534346300812904
59,235,0.4440572093736933
59,236,0.3273901165517286
59,237,0.4899602572668877
59,238,0.580045721390738
59,239,0.5403634594973976
59,240,0.4717643651223217
59,241,0.1684156947292751
59,242,0.36969209079494775
59,243,0.19968277370592435
59,244,0.3150681416179423
65,245,0.0012045610689971446
65,246,0.5303278580378833
