0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.5,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.2593934327712098e-06,0.0,0.49999990554549256,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,9.999089943754444e-06,0.0,0.49999925006825424,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,3.349127263218172e-05,0.0,0.4999974881545526,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,7.878318198720968e-05,0.0,0.49999409126135097,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.00015269942299161267,0.0,0.49998854754327565,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0002618442722254757,0.0,0.4999803616795831,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.00041260398496988787,0.0,0.49996905470112724,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0006111491023106351,0.0,0.4999541638173267,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0008634367582418932,0.0,0.49993524224313185,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0011752129867699211,0.0,0.4999118590259923,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0015520150290167544,0.0,0.49988359887282374,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0019991736403238963,0.0,0.49985006197697573,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0025218153973560163,0.0,0.4998108638451983,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0031248650052046333,0.0,0.49976563512460964,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0038130476044918216,0.0,0.4997140214296631,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0045908910784738894,0.0,0.49965568316911446,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.005462728360145085,0.0,0.4995902953729891,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.006432699739341287,0.0,0.4995175475195494,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.007504755169843685,0.0,0.49943714336226175,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.008682656576482498,0.0,0.4993488007567638,0
0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.009969980162240627,0.0,0.499252251487832,0
