0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.599250559855082830e-22,2.572373401307293580e-03,-2.873681287925141520e-03,3.013078866178489157e-04,-1.878754403298772663e-22,-9.600327385944871504e-19
-6.571461455000262303e-07,7.717120203921882041e-03,-8.621043863775424559e-03,9.037032723914166640e-04,-6.571461455000241127e-07,2.203874621265445337e-07
-4.600015469217543579e-06,1.543416052797984619e-02,-1.724181809784494646e-02,1.806114869451174408e-03,-4.600015469217540191e-06,1.542700413928998823e-06
-1.642839889578648452e-05,2.572298385939669058e-02,-2.873431711287539880e-02,3.005823898521131979e-03,-1.642839889578529190e-05,5.509354957571494095e-06
-4.271189889650397564e-05,3.858199113108868455e-02,-4.309330043657789988e-02,4.496987236652339251e-03,-4.271189889644541517e-05,1.432206883606396082e-05
-9.198527280763610836e-05,5.400753349699875111e-02,-6.030686026767594771e-02,6.268489875665972377e-03,-9.198527280649605622e-05,3.083689499506719433e-05
-1.747373836261330619e-04,7.199265953046091182e-02,-8.035236515575105987e-02,8.301152866976732603e-03,-1.747373836143754585e-04,5.855275814692455759e-05
-3.033897038793358309e-04,9.252559751427910650e-02,-1.031915406439338490e-01,1.056435364562027454e-02,-3.033897037983533012e-04,1.015894828895312239e-04
-4.922597479568535618e-04,1.155880230757802135e-01,-1.287648374816149632e-01,1.301216373789605002e-02,-4.922597475355713036e-04,1.646506619894145835e-04
-7.575048788715808617e-04,1.411531947502235040e-01,-1.569853361751831211e-01,1.557917483415590179e-02,-7.575048770913160156e-04,2.529665656829537977e-04
-1.117043017237507501e-03,1.691840786138283925e-01,-1.877325552896063066e-01,1.817626365800455168e-02,-1.117043010832895634e-03,3.722129274443415604e-04
-1.590449233535341528e-03,1.996316216656572051e-01,-2.208466527642496402e-01,2.068662766272540143e-02,-1.590449213280270904e-03,5.284031502561365150e-04
-2.198831221116370922e-03,2.324333617209312086e-01,-2.561236051776545342e-01,2.296248820624017736e-02,-2.198831163495321497e-03,7.277544379328344717e-04
-2.964692040362810858e-03,2.675125657431677295e-01,-2.933119809125600552e-01,2.482288057699445077e-02,-2.964691890384513716e-03,9.765324766865337864e-04
-3.911794546620335489e-03,3.047780558535552742e-01,-3.321118516998171621e-01,2.605290666961850021e-02,-3.911794184779856902e-03,1.280884068652101727e-03
-5.065047233397540483e-03,3.441248060650538010e-01,-3.721761918721881446e-01,2.640470265500670724e-02,-5.065046415946634038e-03,1.646671599900570567e-03
-6.450434181165724465e-03,3.854352787386283730e-01,-4.131148082802705845e-01,2.560017868671614349e-02,-6.450432437771607894e-03,2.079326179744101812e-03
-8.095010979883920238e-03,4.285813385039022871e-01,-4.545004804955600775e-01,2.333535528271336867e-02,-8.095007446358187808e-03,2.583736595973821180e-03
-1.002698337393190947e-02,4.734264647602114406e-01,-4.958766570004909391e-01,1.928590655706705070e-02,-1.002697652992673785e-02,3.164188369385870052e-03
-1.227587677575454200e-02,5.198279143265377433e-01,-5.367658383499125385e-01,1.311338089922862472e-02,-1.227586404803146861e-02,3.824361567192111500e-03
-1.487279473096171645e-02,5.676384835065765300e-01,-5.766777403550212844e-01,4.471541128501625023e-03,-1.487277191177171186e-02,4.567388931213121721e-03
-1.785075544269982065e-02,6.167075833833790544e-01,-6.151164708331334774e-01,-6.987651067532187413e-03,-1.785071585947077197e-02,5.395968982238307302e-03
-2.124508976837497648e-02,6.668814537253309194e-01,-6.515862199095030505e-01,-2.160872156008786238e-02,-2.124502312448088570e-02,6.312523516413499208e-03
-2.509388290894967385e-02,7.180024697621375518e-01,-6.855952749115349354e-01,-3.972817124873056355e-02,-2.509377369467272537e-02,7.319386005221962394e-03
-2.943844551614420782e-02,7.699076148345074255e-01,-7.166584495033559987e-01,-6.167073430192550332e-02,-2.943827086243545194e-02,8.419006676067623471e-03
-3.432380774084820008e-02,8.224262837989803065e-01,-7.442982139451910228e-01,-8.774627238378454597e-02,-3.432353455394947933e-02,9.614160694925924164e-03
-3.979924141971945273e-02,8.753776429751923827e-01,-7.680449150134429637e-01,-1.182471306257681237e-01,-3.979882258904599707e-02,1.090814689121137430e-02
-4.591883115533718085e-02,9.285678075846225399e-01,-7.874364930860346945e-01,-1.534457981863659448e-01,-4.591820056576585013e-02,1.230496499147406241e-02
-5.274213504913233264e-02,9.817871163428442127e-01,-8.020180670110310661e-01,-1.935927718321570901e-01,-5.274120104532983161e-02,1.380945882413780329e-02
-6.033500121123624993e-02,1.034807794065919051e+00,-8.113416940999380600e-01,-2.389145944116183862e-01,-6.033363804580098300e-02,1.542741123991033664e-02
-6.877063769844510288e-02,1.087382303094805547e+00,-8.149665490551553093e-01,-2.896121116828578868e-01,-6.876867433206459990e-02,1.716557365907005889e-02
-7.813107117442766314e-02,1.139242696408846456e+00,-8.124597239145479044e-01,-3.458590423880293918e-01,-7.812827656170981405e-02,1.903160945281859653e-02
-8.850917132646179963e-02,1.190101301333674089e+00,-8.033978519700448739e-01,-4.078009692044418655e-01,-8.850523498085836882e-02,2.103392601644081886e-02
-1.000114579629689110e-01,1.239653085331628324e+00,-7.873698262069477316e-01,-4.755548109891686304e-01,-1.000059640978028658e-01,2.318136539434160689e-02
-1.127619319181094454e-01,1.287580090370780583e+00,-7.639810493778677047e-01,-5.492087031030045141e-01,-1.127543247382443853e-01,2.548271720035439128e-02
-1.269071487924920694e-01,1.333558380603796722e+00,-7.328599616422228902e-01,-6.288219594123828360e-01,-1.268966854749088990e-01,2.794600920830184534e-02
-1.426226180985724901e-01,1.377268042890620769e+00,-6.936680924578917384e-01,-7.144243791309722313e-01,-1.426083045653182280e-01,3.057751868792168287e-02
-1.601202062197288334e-01,1.418406912718856994e+00,-6.461156051900183162e-01,-8.060135649101821675e-01,-1.601007089709796105e-01,3.338043023107018642e-02
-1.796552046413504300e-01,1.456708814767353477e+00,-5.899851667679704148e-01,-9.035481596426008233e-01,-1.796287300025134204e-01,3.635304682742152016e-02
-2.015293399147228826e-01,1.491966983705314442e+00,-5.251675609710484416e-01,-1.006934189616532027e+00,-2.014934713798613164e-01,3.948645894352303259e-02
-2.260807201059526761e-01,1.524062332480321302e+00,-4.517114894918276558e-01,-1.116001691357537906e+00,-2.260322090497367820e-01,4.276165146139095791e-02
-2.536410309035805333e-01,1.552992965508705359e+00,-3.698844734506080978e-01,-1.230471153496783820e+00,-2.535755562202586244e-01,4.614633496825231579e-02
